Gene	01CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	01CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	01CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	02CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	02CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	02CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	03CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	03CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	03CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	04CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	04CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	04CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	05CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	05CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	05CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	06CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	06CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	06CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	07CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	07CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	07CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	08CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	08CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	08CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	09CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	09CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	09CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	10CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	10CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	10CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	11CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	11CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	11CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	12CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	12CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	12CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	Spectral Counts	Distinct Peptides	Unshared Peptides	NCBIGeneID	Authority	Description	Organism	Chromosome	Locus	Proteins	Assays
TP53I11	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	3	2	2	3	2	2	4	2	2	3	2	2	2	2	2	6	4	4	32	5	5	9537	HGNC:16842	tumor protein p53 inducible protein 11	Homo sapiens	11	11p11.2	E9PIK4;E9PIN5;E9PKN9;E9PKZ4;E9PMW4;E9PMY0;E9PN66;E9PNB3;E9PPM1;E9PQ46;E9PS55;NP_001245249.1;NP_001245250.1;NP_001245251.1;NP_001245252.1;NP_001245253.1;NP_001305313.1;NP_001305314.1;NP_001305315.1;NP_001305316.1;NP_006025.2;O14683;U3KQ32;XP_005253284.1;XP_005253286.1;XP_011518777.1;XP_011518778.1;XP_011518779.1;XP_011518780.1;XP_016874069.1;XP_016874070.1	
TP53I3	18	9	9	15	9	9	17	9	9	27	12	12	24	12	12	22	15	15	29	14	14	25	13	13	21	12	12	18	12	12	27	13	13	35	18	17	278	23	22	9540	HGNC:19373	tumor protein p53 inducible protein 3	Homo sapiens	2	2p23.3	H7BZH6;NP_001193731.1;NP_004872.2;NP_671713.1;Q53FA7;Q53FA7-2;XP_005264707.1;XP_006712213.1	
TP53RK	10	6	6	9	5	5	6	6	6	9	5	5	14	9	9	11	7	7	15	8	8	14	9	9	11	7	7	12	7	7	15	9	9	10	7	7	136	12	12	112858	HGNC:16197	TP53 regulating kinase	Homo sapiens	20	20q13.12	NP_291028.3;Q5JZ02;Q96S44	
TPBG	6	6	6	4	3	3	3	3	3	2	2	2	6	5	5	6	4	4	9	6	6	3	2	2	14	7	7	12	6	6	11	8	8	7	5	5	83	8	8	7162	HGNC:12004	trophoblast glycoprotein	Homo sapiens	6	6q14.1	NP_001159864.1;NP_006661.1;Q13641;XP_011534399.1	
TPCN1	3	3	3	9	3	3	0	0	0	2	1	1	4	3	3	3	3	3	5	4	4	3	3	3	3	2	2	4	4	4	7	5	5	5	4	4	48	9	9	53373	HGNC:18182	two pore segment channel 1	Homo sapiens	12	12q24.13	B7Z3R2;H0YHX1;H0YIK4;NP_001137291.1;NP_001288143.1;NP_001338275.1;NP_001338276.1;NP_060371.2;Q9ULQ1;Q9ULQ1-2;Q9ULQ1-3;XP_011536792.1;XP_011536794.1;XP_011536795.1;XP_016874969.1;XP_016874971.1	
TPD52	39	18	17	29	15	14	35	17	16	40	16	15	45	23	21	51	19	17	39	15	14	31	13	12	36	17	15	31	19	18	40	19	18	35	16	15	451	29	27	7163	HGNC:12005	tumor protein D52	Homo sapiens	8	8q21.13	E5RFR7;E5RK35;H0YC44;NP_001020423.1;NP_001020424.1;NP_001274069.1;NP_001274071.1;NP_001274072.1;NP_001274073.1;NP_005070.1;P55327;P55327-2;P55327-3;P55327-4;P55327-5;P55327-6;P55327-7;P55327-8	
TPD52L1	10	6	6	12	7	7	15	8	8	12	6	6	12	8	7	17	10	9	12	7	7	8	5	5	13	7	6	16	8	8	13	7	7	20	10	9	160	13	12	7164	HGNC:12006	tumor protein D52 like 1	Homo sapiens	6	6q22.31	E9PNK6;E9PNQ9;E9PPQ1;J3KNE7;NP_001003395.1;NP_001003396.1;NP_001003397.1;NP_001278955.1;NP_001287923.1;NP_001305832.1;NP_001305836.1;NP_003278.1;Q16890;Q16890-2;Q16890-3;Q16890-4;Q16890-5;XP_005267179.1;XP_006715620.1;XP_016866726.1;XP_016866727.1;XP_016866728.1;XP_016866729.1	
TPD52L2	42	17	17	37	14	14	37	18	18	49	15	15	55	22	21	45	19	18	49	17	17	44	19	19	67	20	19	40	17	17	40	20	20	44	18	17	549	29	28	7165	HGNC:12007	tumor protein D52 like 2	Homo sapiens	20	20q13.33	A0A087WYR3;A0A087WZ51;NP_001230820.1;NP_001230821.1;NP_001230823.1;NP_001230824.1;NP_003279.2;NP_955391.1;NP_955392.1;NP_955393.1;NP_955394.1;NP_955395.1;O43399;O43399-2;O43399-3;O43399-4;O43399-5;O43399-6;O43399-7;XP_011527336.1;XP_011527337.1;XP_016883527.1	CPTAC-134;CPTAC-135
TPI1	520	90	90	509	82	82	536	99	99	761	91	91	735	88	88	549	72	72	744	92	92	581	69	69	644	83	83	545	82	82	661	78	78	678	93	93	7463	151	151	7167	HGNC:12009	triosephosphate isomerase 1	Homo sapiens	12	12p13.31	NP_000356.1;NP_001152759.1;NP_001244955.1;P60174;P60174-1;P60174-4;U3KPS5;U3KPZ0;U3KQF3	
TPK1	2	2	2	0	0	0	1	1	1	3	2	2	0	0	0	2	2	2	4	3	3	4	3	3	0	0	0	0	0	0	1	1	1	4	4	4	21	6	6	27010	HGNC:17358	thiamin pyrophosphokinase 1	Homo sapiens	7	7q35	A0A1W2PQB3;F5GZG6;F8VRJ6;F8WCM7;NP_001035947.1;NP_001337808.1;NP_001337809.1;NP_001337810.1;NP_001337811.1;NP_001337812.1;NP_001337813.1;NP_001337814.1;NP_001337815.1;NP_001337816.1;NP_001337818.1;NP_001337822.1;NP_001337823.1;NP_001337824.1;NP_071890.2;Q6ZQX6;Q9H3S4;Q9H3S4-2;XP_005250027.1;XP_011514333.1;XP_011514334.1;XP_011514335.1;XP_011514336.1;XP_011514337.1;XP_011514339.1;XP_011514341.1;XP_011514342.1;XP_011514345.1;XP_011514346.1;XP_011514348.1;XP_011514349.1;XP_011514350.1;XP_011514352.1;XP_016867458.1;XP_016867459.1;XP_016867460.1;XP_016867461.1;XP_016867463.1;XP_016867464.1;XP_016867469.1;XP_016867470.1;XP_016867471.1;XP_016867475.1	
TPM1	325	72	36	354	76	41	471	86	45	400	70	37	286	73	37	373	73	35	385	77	37	492	89	47	526	76	41	607	79	40	348	72	37	390	73	36	4957	127	72	7168	HGNC:12010	tropomyosin 1	Homo sapiens	15	15q22.2	A0A087WTJ7;B7Z596;F5H7S3;H0YK20;H0YK48;H0YKJ4;H0YKP3;H0YKX5;H0YKZ6;H0YL42;H0YL52;H0YL80;H0YLS7;H0YN06;H0YNC7;H7BYY1;NP_000357.3;NP_001018004.1;NP_001018005.1;NP_001018006.1;NP_001018007.1;NP_001018008.1;NP_001018020.1;NP_001288173.1;NP_001288218.1;NP_001317273.1;NP_001317275.1;NP_001317280.1;P09493;P09493-10;P09493-2;P09493-3;P09493-4;P09493-5;P09493-6;P09493-7;P09493-8;P09493-9;Q6ZN40;XP_005254694.1;XP_005254695.2;XP_005254696.2;XP_005254702.2;XP_005254703.1;XP_005254704.1;XP_005254707.1;XP_005254708.1;XP_006720730.2;XP_016878023.1;XP_016878024.1;XP_016878025.1;XP_016878026.1;XP_016878027.1;XP_016878028.1;XP_016878029.1	CPTAC-1462;CPTAC-1463;CPTAC-1464
TPM2	340	51	23	361	65	36	505	68	32	434	56	27	295	55	21	415	61	28	438	62	27	572	81	42	602	64	30	673	74	40	373	52	22	474	59	26	5482	111	62	7169	HGNC:12011	tropomyosin 2	Homo sapiens	9	9p13.3	NP_001288155.1;NP_001288156.1;NP_003280.2;NP_998839.1;P07951;P07951-2;P07951-3;Q5TCU3;Q5TCU8;U3KQK2;XP_016870576.1;XP_016870577.1;XP_016870578.1;XP_016870579.1;XP_016870580.1;XP_016870581.1;XP_016870582.1	CPTAC-286
TPM3	284	58	27	273	53	24	350	65	28	308	57	27	282	62	32	342	58	28	316	59	26	375	61	28	438	57	28	637	74	41	337	61	31	361	58	26	4303	99	53	7170	HGNC:12012	tropomyosin 3	Homo sapiens	1	1q21.3	A0A087WWU8;D6R904;D6RFM2;D6RGJ6;J3KN67;NP_001036816.1;NP_001036817.1;NP_001036818.1;NP_001265117.1;NP_001265118.1;NP_001265119.1;NP_001265120.1;NP_001336608.1;NP_689476.2;NP_705935.1;P06753;P06753-2;P06753-3;P06753-4;P06753-5;P06753-6;P06753-7;Q5HYB6;Q5VU61	
TPM4	353	55	27	334	52	24	438	66	27	411	57	26	341	62	29	466	59	26	433	58	23	482	68	32	581	61	28	592	65	30	451	64	34	418	64	30	5300	103	55	7171	HGNC:12013	tropomyosin 4	Homo sapiens	19	19p13.12-p13.11	K7ELJ3;K7ELP0;K7EMU5;K7ENT6;K7EP68;K7EPB9;K7EPV9;K7EQW8;K7ERG3;NP_001138632.1;NP_003281.1;P67936;P67936-2;XP_005260099.1;XP_006722928.1;XP_011526533.1;XP_011526534.1;XP_016882677.1;XP_016882678.1	CPTAC-154;CPTAC-155;CPTAC-156
TPMT	17	12	12	13	10	10	15	12	12	36	17	17	16	11	11	29	19	19	19	12	12	19	11	11	20	14	14	19	13	13	27	17	17	25	15	15	255	23	23	7172	HGNC:12014	thiopurine S-methyltransferase	Homo sapiens	6	6p22.3	NP_000358.1;NP_001333746.1;NP_001333747.1;P51580	
TPP1	101	40	40	70	35	35	95	42	42	88	31	31	81	32	32	113	39	39	108	36	36	123	45	45	92	36	36	84	38	38	92	39	39	85	47	47	1132	85	85	1200	HGNC:2073	tripeptidyl peptidase 1	Homo sapiens	11	11p15.4	E7EV34;E9PME9;E9PPA4;NP_000382.3;O14773;O14773-2	
TPP2	58	44	44	51	38	38	99	59	59	62	50	50	71	49	49	92	58	58	84	54	54	73	49	49	87	52	52	62	47	47	65	48	48	74	49	49	878	99	99	7174	HGNC:12016	tripeptidyl peptidase 2	Homo sapiens	13	13q33.1	NP_001317517.1;NP_003282.2;P29144;Q5VZU9;XP_005254127.1;XP_005254128.1	
TPPP	3	3	3	7	7	7	3	3	3	7	7	7	8	6	6	2	2	2	7	5	5	4	3	3	4	4	4	6	6	6	1	1	1	2	2	2	54	12	12	11076	HGNC:24164	tubulin polymerization promoting protein	Homo sapiens	5	5p15.33	NP_008961.1;O94811;XP_005248294.2;XP_016864482.1	
TPPP3	17	12	12	30	14	14	22	15	15	25	14	14	31	18	18	21	12	12	37	21	21	38	18	18	53	17	17	42	22	22	49	22	22	20	15	15	385	34	34	51673	HGNC:24162	tubulin polymerization promoting protein family member 3	Homo sapiens	16	16q22.1	NP_057048.2;NP_057224.2;Q9BW30	
TPR	165	99	98	160	102	101	162	105	104	196	113	113	196	119	117	197	119	117	202	108	106	202	117	117	200	114	112	186	111	109	214	114	113	256	136	135	2336	183	181	7175	HGNC:12017	translocated promoter region, nuclear basket protein	Homo sapiens	1	1q31.1	NP_003283.2;P12270;P12270-2;Q5SWX9	
TPRG1L	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	9	4	4	127262	HGNC:27007	tumor protein p63 regulated 1 like	Homo sapiens	1	1p36.32	NP_877429.2;Q5T0D9;Q5T0D9-2	
TPRKB	5	3	3	8	5	5	11	6	6	10	6	6	17	8	8	6	5	5	15	6	6	14	8	8	5	4	4	6	6	6	11	7	7	15	5	5	123	11	11	51002	HGNC:24259	TP53RK binding protein	Homo sapiens	2	2p13.1	NP_001317315.1;NP_001317316.1;NP_001317317.1;NP_001317318.1;NP_001317319.1;NP_001317320.1;NP_001317321.1;NP_057142.1;Q9Y3C4;Q9Y3C4-2;Q9Y3C4-3;XP_006712090.1;XP_011531179.1;XP_011531180.1;XP_016859721.1;XP_016859722.1;XP_016859723.1	
TPRN	0	0	0	0	0	0	0	0	0	5	5	5	6	5	5	3	3	3	1	1	1	3	3	3	3	3	3	12	10	10	2	2	2	9	8	8	44	16	16	286262	HGNC:26894	taperin	Homo sapiens	9	9q34.3	H3BLU1;NP_001121700.2;Q4KMQ1;Q4KMQ1-2;Q4KMQ1-3;Q4KMQ1-4	
TPSAB1	35	17	14	51	20	17	58	22	18	17	11	11	49	19	15	70	26	22	25	18	15	30	17	15	57	19	18	33	17	14	43	21	19	21	16	14	489	38	34	7177	HGNC:12019	tryptase alpha/beta 1	Homo sapiens	16	16p13.3	A0A0C4DGM1;J3QTS8;NP_003285.2;P20231;Q15661;Q15661-2	
TPST1	2	2	2	3	3	3	2	2	2	0	0	0	2	2	2	1	1	1	3	3	3	2	2	1	3	3	3	3	2	2	3	3	2	2	1	1	26	7	6	8460	HGNC:12020	tyrosylprotein sulfotransferase 1	Homo sapiens	7	7q11.21	C9J3I4;NP_003587.1;O60507;XP_005250699.1;XP_011514936.1;XP_011514937.1;XP_016868213.1;XP_016868214.1;XP_016868215.1;XP_016868216.1	
TPST2	0	0	0	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	1	1	1	0	2	2	1	5	5	4	1	1	1	20	11	9	8459	HGNC:12021	tyrosylprotein sulfotransferase 2	Homo sapiens	22	22q12.1	B1AHJ5;B1AHJ6;B1AHJ7;B1AHJ8;B1AHJ9;B1AHK0;NP_001008566.1;NP_003586.3;O60704;XP_006724401.1	
TPT1	64	21	21	58	18	18	83	29	29	78	23	23	96	22	22	76	23	23	93	23	23	85	21	21	89	20	20	79	20	20	85	22	22	93	24	24	979	39	39	7178	HGNC:12022	tumor protein, translationally-controlled 1	Homo sapiens	13	13q14.13	A0A0B4J2C3;E9PJF7;H0YCX0;J3KPG2;NP_001273201.1;NP_001273202.1;NP_003286.1;P13693;P13693-2;Q5W0H4	
TPX2	7	7	6	6	5	4	6	6	5	16	12	10	13	13	11	17	15	13	20	18	16	34	25	23	16	12	9	16	13	10	9	8	6	22	18	16	182	45	42	22974	HGNC:1249	TPX2, microtubule nucleation factor	Homo sapiens	20	20q11.21	NP_036244.2;Q9ULW0;Q9ULW0-2;XP_011526999.1;XP_011527001.1;XP_011527002.1	CPTAC-1016
TRA2A	15	7	6	7	5	3	17	10	6	13	7	5	19	9	6	13	9	6	17	9	7	23	10	5	14	7	4	23	12	8	25	11	6	22	11	7	208	15	9	29896	HGNC:16645	transformer 2 alpha homolog	Homo sapiens	7	7p15.3	NP_001269686.1;NP_001269687.1;NP_001269688.1;NP_037425.1;Q13595;Q13595-2;Q13595-3;Q13595-4;XP_005249782.1;XP_011513633.1;XP_016867578.1;XP_016867579.1	
TRA2B	44	14	13	34	16	14	45	20	16	44	18	16	48	22	19	50	21	18	43	18	16	47	19	15	47	17	14	42	19	15	46	25	20	60	25	21	550	33	28	6434	HGNC:10781	transformer 2 beta homolog	Homo sapiens	3	3q27.2	H7BXF3;H7C2L4;NP_001230808.1;NP_004584.1;P62995;P62995-3;XP_005247760.1;XP_011511374.1;XP_016862522.1	
TRABD	1	1	1	1	1	1	7	7	7	1	1	1	1	1	1	3	3	3	4	4	4	0	0	0	5	5	5	1	1	1	3	3	3	3	3	3	30	13	13	80305	HGNC:28805	TraB domain containing	Homo sapiens	22	22q13.33	J3KPT4;NP_001307413.1;NP_001307414.1;NP_001307416.1;NP_001307417.1;NP_079480.2;Q9H4I3;Q9H4I3-2;XP_006724485.1;XP_006724486.1;XP_011529014.2;XP_011529015.2;XP_011529017.2;XP_011529018.1;XP_011529019.1;XP_011529020.1;XP_016884432.1;XP_016884433.1	
TRADD	10	7	7	6	4	4	7	6	6	6	5	5	11	7	7	7	5	5	8	7	7	8	6	6	12	8	8	13	8	8	9	8	8	13	8	8	110	17	17	8717	HGNC:12030	TNFRSF1A associated via death domain	Homo sapiens	16	16q22.1	NP_001310481.1;NP_003780.1;Q15628;Q15628-2;XP_005256270.1;XP_016879304.1	
TRAF2	13	11	11	11	9	9	14	7	7	14	10	10	24	8	8	21	11	11	15	10	10	6	6	6	7	7	7	17	12	12	21	9	9	13	10	10	176	25	25	7186	HGNC:12032	TNF receptor associated factor 2	Homo sapiens	9	9q34.3	B1AMX7;B1AMX8;B1AMY1;NP_066961.2;Q12933;Q12933-2;Q12933-3;Q12933-4;XP_011517275.1;XP_011517276.1;XP_011517277.1;XP_011517278.1;XP_011517279.1;XP_011517280.1;XP_016870583.1;XP_016870584.1	
TRAF3	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	5	4	4	1	1	1	3	3	3	15	11	11	7187	HGNC:12033	TNF receptor associated factor 3	Homo sapiens	14	14q32.32	A6NHG8;H0YL25;H0YL26;NP_001186356.1;NP_003291.2;NP_663777.1;NP_663778.1;Q13114;Q13114-2;XP_011535418.1;XP_011535419.1;XP_011535420.1;XP_016877106.1;XP_016877107.1;XP_016877108.1;XP_016877109.1	
TRAF3IP1	0	0	0	4	4	3	2	2	2	3	3	3	6	6	5	3	2	2	5	5	5	7	7	7	10	9	9	7	7	6	1	1	1	7	6	6	55	20	19	26146	HGNC:17861	TRAF3 interacting protein 1	Homo sapiens	2	2q37.3	H7BZ10;NP_001132962.1;NP_056465.2;Q8TDR0;Q8TDR0-2;XP_006712477.1;XP_011509246.1;XP_011509247.1;XP_011509248.1;XP_011509249.1;XP_011509250.1;XP_011509252.1;XP_016859278.1	
TRAF3IP3	0	0	0	1	1	1	8	7	7	1	1	1	5	1	1	11	4	4	4	3	3	1	1	1	3	3	3	6	5	5	2	2	2	1	1	1	43	13	13	80342	HGNC:30766	TRAF3 interacting protein 3	Homo sapiens	1	1q32.2	B1AJU2;C9J0C0;C9JBA0;E2QRE5;H0YF09;NP_001274683.1;NP_001307072.1;NP_001307073.1;NP_079504.2;Q9Y228;Q9Y228-2;Q9Y228-3;XP_005273336.1;XP_005273337.1;XP_011508320.1;XP_011508321.1;XP_016857888.1;XP_016857889.1	
TRAF4	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	4	4	4	5	5	5	3	3	3	2	1	1	2	2	2	2	2	2	2	1	1	27	11	11	9618	HGNC:12034	TNF receptor associated factor 4	Homo sapiens	17	17q11.2	A0A0C4DFM9;C9JJ10;F6SA91;J3QS94;J9JIG0;K7ER49;NP_004286.2;Q2KJU6;Q9BUZ4;Q9BUZ4-2;XP_011523806.1;XP_011523807.1;XP_011523808.1;XP_011523809.1;XP_011523810.1	
TRAF6	6	5	5	4	4	3	3	3	3	9	8	8	7	7	7	6	6	6	7	7	7	8	8	8	4	4	4	7	7	7	9	8	8	7	6	6	77	17	16	7189	HGNC:12036	TNF receptor associated factor 6	Homo sapiens	11	11p12	NP_004611.1;NP_665802.1;Q9Y4K3;XP_016873709.1	
TRAF7	0	0	0	2	2	2	0	0	0	4	3	3	1	1	1	2	2	2	0	0	0	2	2	2	1	1	1	1	1	1	1	1	1	3	3	3	17	7	7	84231	HGNC:20456	TNF receptor associated factor 7	Homo sapiens	16	16p13.3	A0A087WUB0;H3BR17;NP_115647.2;Q6Q0C0;Q6Q0C0-2;XP_005255684.1;XP_011521002.1	
TRAFD1	1	1	1	3	3	3	2	1	1	5	5	5	6	6	6	8	7	7	9	8	8	3	3	3	6	6	6	6	6	6	7	6	6	10	7	7	66	12	12	10906	HGNC:24808	TRAF-type zinc finger domain containing 1	Homo sapiens	12	12q24.13	F8VNX8;F8VVF3;F8VWK2;NP_001137378.1;NP_006691.1;O14545;O14545-2;S4R2Z9	
TRAM1	10	8	8	10	7	7	12	7	7	18	7	7	10	6	6	16	10	10	19	9	9	8	5	5	12	7	7	19	11	11	13	7	7	18	9	9	165	17	17	23471	HGNC:20568	translocation associated membrane protein 1	Homo sapiens	8	8q13.3	E5RFP8;G3XAN4;NP_001304733.1;NP_001304734.1;NP_055109.1;Q15629;Q15629-2;XP_016868755.1;XP_016868756.1	
TRAM2	3	1	1	0	0	0	4	2	2	0	0	0	0	0	0	3	2	2	1	1	1	1	1	1	4	3	3	3	2	2	4	3	3	1	1	1	24	5	5	9697	HGNC:16855	translocation associated membrane protein 2	Homo sapiens	6	6p12.2	NP_036420.1;Q15035;XP_011513307.1	
TRANK1	1	1	1	1	1	1	3	3	3	3	3	2	0	0	0	0	0	0	2	2	1	1	1	1	1	1	1	1	1	0	1	1	0	3	3	2	17	10	9	9881	HGNC:29011	tetratricopeptide repeat and ankyrin repeat containing 1	Homo sapiens	3	3p22.2	A0A096LPF5;NP_001316927.1;NP_055646.2;O15050;XP_011532591.1;XP_016863059.1;XP_016863060.1;XP_016863061.1;XP_016863062.1	
TRAP1	65	33	31	79	33	30	64	38	31	99	44	39	130	54	49	99	40	35	98	40	36	83	36	33	88	37	33	84	37	33	85	35	32	129	46	42	1103	72	63	10131	HGNC:16264	TNF receptor associated protein 1	Homo sapiens	16	16p13.3	I3L0K7;I3L239;I3L253;I3L2D5;NP_001258978.1;NP_057376.2;Q12931;Q12931-2;XP_011520647.1;XP_016878340.1	CPTAC-289
TRAPPC1	4	3	3	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	5	4	4	4	3	3	2	2	2	3	3	3	2	2	2	3	3	3	39	8	8	58485	HGNC:19894	trafficking protein particle complex 1	Homo sapiens	17	17p13.1	I3L1R8;I3L3S0;I3L3V5;NP_001160093.1;NP_067033.1;Q9Y5R8	
TRAPPC10	4	4	4	4	4	4	5	5	5	12	10	10	10	8	8	10	8	8	8	8	8	7	7	7	10	8	8	10	10	10	11	11	11	13	13	13	104	29	29	7109	HGNC:11868	trafficking protein particle complex 10	Homo sapiens	21	21q22.3	F8WE24;NP_001338638.1;NP_003265.3;P48553;P48553-2;XP_005261225.1;XP_011528016.1;XP_011528017.1;XP_011528018.1;XP_011528019.1;XP_011528020.1;XP_011528021.1;XP_011528022.1;XP_011528023.1;XP_011528024.1;XP_011528025.1;XP_011528027.1;XP_011528028.1;XP_011528029.1;XP_011528030.1;XP_011528031.1;XP_011528032.1;XP_016855322.1;XP_016855323.1;XP_016855324.1;XP_016855325.1;XP_016855326.1;XP_016855327.1;XP_016855328.1;XP_016855329.1;XP_016855330.1;XP_016855331.1;XP_016855332.1;XP_016855333.1;XP_016855334.1;XP_016855335.1;XP_016855336.1;XP_016855337.1;XP_016855338.1;XP_016855339.1;XP_016855340.1;XP_016883943.1	
TRAPPC11	4	3	3	7	5	5	10	10	10	6	6	6	7	7	7	7	6	6	10	8	8	3	3	3	9	8	8	10	9	9	8	8	8	9	8	8	90	27	27	60684	HGNC:25751	trafficking protein particle complex 11	Homo sapiens	4	4q35.1	D6R9T9;D6RHE5;NP_068761.4;NP_951008.1;Q7Z392;Q7Z392-2;Q7Z392-3;Q7Z392-4;XP_016864026.1;XP_016864027.1;XP_016864028.1	
TRAPPC12	6	6	6	6	6	6	7	7	7	9	9	9	8	8	8	6	6	6	3	3	3	9	9	9	9	8	8	14	13	13	14	10	10	11	10	10	102	18	18	51112	HGNC:24284	trafficking protein particle complex 12	Homo sapiens	2	2p25.3	A0A0G2JQW1;A0A0J9YXQ9;H0Y550;H7C0K3;H7C0T3;H7C185;H7C1E5;H7C2F7;H7C373;NP_001308031.1;NP_057114.5;Q53QD4;Q8WVT3;XP_011508652.1;XP_011508654.1;XP_011508655.1;XP_011508656.1;XP_011508657.1;XP_011508658.1;XP_016859746.1	
TRAPPC13	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	5	4	4	11	9	9	8	7	7	6	6	6	49	14	14	80006	HGNC:25828	trafficking protein particle complex 13	Homo sapiens	5	5q12.3	A5PLN9;A5PLN9-2;A5PLN9-4;A5PLN9-5;A5PLN9-7;D6RB83;H0YBF8;NP_001087224.1;NP_001087225.1;NP_001230666.1;NP_079217.2;XP_011541954.1;XP_016865379.1	
TRAPPC2	2	2	2	1	1	1	1	1	1	3	3	3	1	1	1	0	0	0	4	4	4	1	1	1	1	1	1	2	2	2	2	2	2	4	3	3	22	6	6	6399	HGNC:23068	trafficking protein particle complex 2	Homo sapiens	X	Xp22.2	E5RFG0;F5H785;NP_001011658.1;NP_001122307.2;NP_055378.1;P0DI81;P0DI81-2;P0DI81-3;P0DI82;XP_011543867.1;XP_011543868.1	
TRAPPC2L	0	0	0	2	2	2	4	3	3	1	1	1	3	3	3	2	1	1	3	3	3	4	3	3	4	3	3	5	4	4	3	3	3	4	4	4	35	7	7	51693	HGNC:30887	trafficking protein particle complex 2 like	Homo sapiens	16	16q24.3	A0A0B4J286;A0A0B4J294;H3BP13;H3BPE0;H3BPN3;H3BPS1;H3BQQ8;H3BUK6;NP_001305453.1;NP_001305454.1;NP_001305455.1;NP_001305456.1;NP_001305457.1;NP_001305458.1;NP_001305459.1;NP_001305461.1;NP_057293.1;Q9UL33;Q9UL33-2;XP_016878759.1	
TRAPPC3	7	6	6	7	6	6	11	8	8	17	7	7	11	10	10	13	8	8	15	9	9	13	10	10	13	8	8	14	10	10	16	12	12	13	10	10	150	13	13	27095	HGNC:19942	trafficking protein particle complex 3	Homo sapiens	1	1p34.3	A0A087WWM0;A0A087WYS5;A6NKE1;NP_001257823.1;NP_001257824.1;NP_001257825.1;NP_001257826.1;NP_055223.1;O43617;O43617-2	
TRAPPC4	9	5	5	12	8	8	8	5	5	8	7	7	3	2	2	4	3	3	8	8	8	6	4	4	7	6	6	7	5	5	9	8	8	4	4	4	85	14	14	51399	HGNC:19943	trafficking protein particle complex 4	Homo sapiens	11	11q23.3	E9PKS9;E9PN70;E9PQE8;G3V1A0;G5EA23;J3KP27;NP_001305415.1;NP_001305417.1;NP_001305418.1;NP_001305419.1;NP_001305421.1;NP_001305423.1;NP_057230.1;Q9Y296;Q9Y296-2	
